,period_x,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName_x,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,unit,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,weather_zone,period_y,plantCode,plantName_y,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,total-consumption-btu,generation,total-consumption-btu-units,generation-units,heatRate
1287,2022-12,TX,Texas,ipp-chp,IPP CHP,22214,Sweeny Cogeneration LP,55015,Sweeny Cogen Facility,GEN1,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Brazoria,143,109,126,1997-08,,MW,MW,MW,COAST,2022,55015,Sweeny Cogen Facility,ALL,Total,TX,Texas,ALL,44498169,2919482,MMBtu,megawatthours,15.241802826665827
1288,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64793,WAL522,GEN3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2020-06,,MW,MW,MW,COAST,2022,64793,WAL522,ALL,Total,TX,Texas,ALL,4474,314,MMBtu,megawatthours,14.248407643312103
1289,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64953,WAL5287,GE N3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2020-12,,MW,MW,MW,COAST,2022,64953,WAL5287,ALL,Total,TX,Texas,ALL,4717,324,MMBtu,megawatthours,14.558641975308642
1290,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64953,WAL5287,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2020-12,,MW,MW,MW,COAST,2022,64953,WAL5287,ALL,Total,TX,Texas,ALL,4717,324,MMBtu,megawatthours,14.558641975308642
1291,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64953,WAL5287,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2020-12,,MW,MW,MW,COAST,2022,64953,WAL5287,ALL,Total,TX,Texas,ALL,4717,324,MMBtu,megawatthours,14.558641975308642
1292,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK15,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1293,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK2,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1294,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK3,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1295,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC13,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1296,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC14,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1297,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC15,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1298,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC16,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1299,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC17,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1300,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC18,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1301,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC19,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1302,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC20,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1303,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC21,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1304,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC22,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1305,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC23,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1306,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC24,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1307,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,13866,NWP Indian Mesa Wind Farm LP,55747,NWP Indian Mesa Wind Farm,NWP2,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Pecos,82.5,82.5,82.5,2001-05,,MW,MW,MW,FAR WEST,2022,55747,NWP Indian Mesa Wind Farm,ALL,Total,TX,Texas,ALL,697918,204548,MMBtu,megawatthours,3.4120010950974833
1308,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61060,Cypress Creek Renewables,61867,Bovine,GEN1,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Austin,10,10,10,2018-12,,MW,MW,MW,SOUTH CENTRAL,2022,61867,Bovine,ALL,Total,TX,Texas,ALL,64743,18975,MMBtu,megawatthours,3.4120158102766798
1309,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61060,Cypress Creek Renewables,61868,Bronson,GEN1,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,10,10,10,2018-12,,MW,MW,MW,COAST,2022,61868,Bronson,ALL,Total,TX,Texas,ALL,44421,13019,MMBtu,megawatthours,3.412013211460174
1310,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61219,Longroad Energy Services LLC,62755,Prospero Solar,PROSP,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Andrews,300,300,300,2020-06,,MW,MW,MW,FAR WEST,2022,62755,Prospero Solar,ALL,Total,TX,Texas,ALL,2152509,630864,MMBtu,megawatthours,3.412001635851784
1311,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61219,Longroad Energy Services LLC,64325,Prospero Solar II,PROSP,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Andrews,250,250,250,2021-08,,MW,MW,MW,FAR WEST,2022,64325,Prospero Solar II,ALL,Total,TX,Texas,ALL,1892545,554673,MMBtu,megawatthours,3.4120013052735576
1312,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,56667,Loraine Windpower Project,57303,Loraine Windpark Project LLC,LWG1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Mitchell,75,73.5,73.5,2009-10,,MW,MW,MW,WEST,2022,57303,Loraine Windpark Project LLC,ALL,Total,TX,Texas,ALL,1218048,356990,MMBtu,megawatthours,3.4119947337460435
1313,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,56667,Loraine Windpower Project,57303,Loraine Windpark Project LLC,LWG2,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Mitchell,75,75,75,2009-10,,MW,MW,MW,WEST,2022,57303,Loraine Windpark Project LLC,ALL,Total,TX,Texas,ALL,1218048,356990,MMBtu,megawatthours,3.4119947337460435
1314,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,14628,Pecos Wind I LP,55796,Woodward Mountain I,01,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Pecos,82,82,82,2001-07,,MW,MW,MW,FAR WEST,2022,55796,Woodward Mountain I,ALL,Total,TX,Texas,ALL,609807,178724,MMBtu,megawatthours,3.4120039837962444
1315,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,14629,Pecos Wind II LP,55795,Woodward Mountain II,01,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Pecos,78,78,78,2001-07,,MW,MW,MW,FAR WEST,2022,55795,Woodward Mountain II,ALL,Total,TX,Texas,ALL,580061,170006,MMBtu,megawatthours,3.4120031057727376
1316,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,62085,Mesquite Star LLC,62587,Mesquite Star,MESQ,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Nolan,418.9,418.9,418.9,2020-03,,MW,MW,MW,WEST,2022,62587,Mesquite Star,ALL,Total,TX,Texas,ALL,4114451,1205876,MMBtu,megawatthours,3.4120017315213174
1317,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,54759,Mesquite Wind LLC,56395,Mesquite Wind Power LLC,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Shackelford,200,200,200,2007-11,,MW,MW,MW,NORTH CENTRAL,2022,56395,Mesquite Wind Power LLC,ALL,Total,TX,Texas,ALL,1596723,467973,MMBtu,megawatthours,3.411998128097134
1318,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,54759,Mesquite Wind LLC,56483,Post Oak Wind LLC,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Shackelford,200,200,200,2008-03,,MW,MW,MW,NORTH CENTRAL,2022,56483,Post Oak Wind LLC,ALL,Total,TX,Texas,ALL,1491318,437080,MMBtu,megawatthours,3.4120023794271073
1319,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,58321,Goldthwaite Wind Energy Facility,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Mills,150,150,150,2013-12,,MW,MW,MW,NORTH CENTRAL,2022,58321,Goldthwaite Wind Energy Facility,ALL,Total,TX,Texas,ALL,1692760,496120,MMBtu,megawatthours,3.411997097476417
1320,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,6035,"Constellation Power, Inc",3491,Handley,3,Natural Gas Steam Turbine,NG,Natural Gas,ST,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,404.8,395,395,1963-07,,MW,MW,MW,NORTH CENTRAL,2022,3491,Handley,ALL,Total,TX,Texas,ALL,14437805,1089965,MMBtu,megawatthours,13.246117994614506
1321,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,6035,"Constellation Power, Inc",3491,Handley,4,Natural Gas Steam Turbine,NG,Natural Gas,ST,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,455,435,435,1976-10,,MW,MW,MW,NORTH CENTRAL,2022,3491,Handley,ALL,Total,TX,Texas,ALL,14437805,1089965,MMBtu,megawatthours,13.246117994614506
1322,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,6035,"Constellation Power, Inc",3491,Handley,5,Natural Gas Steam Turbine,NG,Natural Gas,ST,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,455,435,435,1977-10,,MW,MW,MW,NORTH CENTRAL,2022,3491,Handley,ALL,Total,TX,Texas,ALL,14437805,1089965,MMBtu,megawatthours,13.246117994614506
1323,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3581,Abbott TP 3,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,1.4,1.4,1.4,1927-01,,MW,MW,MW,SOUTH CENTRAL,2022,3581,Abbott TP 3,ALL,Total,TX,Texas,ALL,19679,5767.74,MMBtu,megawatthours,3.4119083037723614
1324,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3581,Abbott TP 3,2,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,1.4,1.4,1.4,1927-01,,MW,MW,MW,SOUTH CENTRAL,2022,3581,Abbott TP 3,ALL,Total,TX,Texas,ALL,19679,5767.74,MMBtu,megawatthours,3.4119083037723614
1325,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,791,Canyon,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Comal,3,3,3,1989-01,,MW,MW,MW,SOUTH CENTRAL,2022,791,Canyon,ALL,Total,TX,Texas,ALL,1,1,MMBtu,megawatthours,1.0
1326,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,791,Canyon,2,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Comal,3,3,3,1989-01,,MW,MW,MW,SOUTH CENTRAL,2022,791,Canyon,ALL,Total,TX,Texas,ALL,1,1,MMBtu,megawatthours,1.0
1327,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3582,Dunlap TP 1,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OS,Out of service and NOT expected to return to service in next calendar year,Guadalupe,1.8,1.8,1.8,1927-01,,MW,MW,MW,SOUTH CENTRAL,,,,,,,,,,,,,
1328,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3582,Dunlap TP 1,2,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OS,Out of service and NOT expected to return to service in next calendar year,Guadalupe,1.8,1.8,1.8,1927-01,,MW,MW,MW,SOUTH CENTRAL,,,,,,,,,,,,,
1329,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3583,H 4,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OS,Out of service and NOT expected to return to service in next calendar year,Gonzales,2.4,2.4,2.4,1931-01,,MW,MW,MW,SOUTH CENTRAL,2022,3583,H 4,ALL,Total,TX,Texas,ALL,0,0,MMBtu,megawatthours,
1330,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3584,H 5,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OS,Out of service and NOT expected to return to service in next calendar year,Gonzales,2.4,2.4,2.4,1931-01,,MW,MW,MW,SOUTH CENTRAL,,,,,,,,,,,,,
1331,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3585,Nolte,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,1.2,1.2,1.2,1927-01,,MW,MW,MW,SOUTH CENTRAL,2022,3585,Nolte,ALL,Total,TX,Texas,ALL,7942,2327.49,MMBtu,megawatthours,3.4122595585802733
1332,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3585,Nolte,2,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,1.2,1.2,1.2,1927-01,,MW,MW,MW,SOUTH CENTRAL,2022,3585,Nolte,ALL,Total,TX,Texas,ALL,7942,2327.49,MMBtu,megawatthours,3.4122595585802733
1333,2022-12,TX,Texas,electric-utility,Electric Utility,7751,Guadalupe Blanco River Authority,3586,TP 4,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OS,Out of service and NOT expected to return to service in next calendar year,Guadalupe,2.4,2.4,2.4,1932-01,,MW,MW,MW,SOUTH CENTRAL,2022,3586,TP 4,ALL,Total,TX,Texas,ALL,0,0,MMBtu,megawatthours,
1334,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,CTG1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,171.1,154.4,173.4,2000-10,STG1,MW,MW,MW,SOUTH CENTRAL,2022,55153,Guadalupe Generating Station,ALL,Total,TX,Texas,ALL,43846158,6315390,MMBtu,megawatthours,6.942747478778033
1335,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,CTG2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,171.1,154.4,173.4,2000-10,STG1,MW,MW,MW,SOUTH CENTRAL,2022,55153,Guadalupe Generating Station,ALL,Total,TX,Texas,ALL,43846158,6315390,MMBtu,megawatthours,6.942747478778033
1336,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,CTG3,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,171.1,154.4,173.4,2000-12,STG2,MW,MW,MW,SOUTH CENTRAL,2022,55153,Guadalupe Generating Station,ALL,Total,TX,Texas,ALL,43846158,6315390,MMBtu,megawatthours,6.942747478778033
1337,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,CTG4,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,171.1,154.4,173.4,2000-12,STG2,MW,MW,MW,SOUTH CENTRAL,2022,55153,Guadalupe Generating Station,ALL,Total,TX,Texas,ALL,43846158,6315390,MMBtu,megawatthours,6.942747478778033
1338,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,STG1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,201.9,197,203,2000-10,STG1,MW,MW,MW,SOUTH CENTRAL,2022,55153,Guadalupe Generating Station,ALL,Total,TX,Texas,ALL,43846158,6315390,MMBtu,megawatthours,6.942747478778033
1339,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,STG2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Guadalupe,201.9,197,203,2000-10,STG2,MW,MW,MW,SOUTH CENTRAL,2022,55153,Guadalupe Generating Station,ALL,Total,TX,Texas,ALL,43846158,6315390,MMBtu,megawatthours,6.942747478778033
1340,2022-12,TX,Texas,industrial-chp,Industrial CHP,26469,Ingleside Cogeneration LP,55313,Ingleside Cogeneration,CTG1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,San Patricio,170.1,155,179,1999-07,CC1,MW,MW,MW,SOUTH,2022,55313,Ingleside Cogeneration,ALL,Total,TX,Texas,ALL,27571307,2856321,MMBtu,megawatthours,9.652734058952058
1341,2022-12,TX,Texas,industrial-chp,Industrial CHP,26469,Ingleside Cogeneration LP,55313,Ingleside Cogeneration,CTG2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,San Patricio,170.1,155,179,1999-07,CC1,MW,MW,MW,SOUTH,2022,55313,Ingleside Cogeneration,ALL,Total,TX,Texas,ALL,27571307,2856321,MMBtu,megawatthours,9.652734058952058
1342,2022-12,TX,Texas,industrial-chp,Industrial CHP,26469,Ingleside Cogeneration LP,55313,Ingleside Cogeneration,STG,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,San Patricio,176.8,150,150,1999-07,CC1,MW,MW,MW,SOUTH,2022,55313,Ingleside Cogeneration,ALL,Total,TX,Texas,ALL,27571307,2856321,MMBtu,megawatthours,9.652734058952058
1343,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,62969,"Keechi Wind, LLC",58838,Keechi Wind,KW1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jack,110,110,110,2015-01,,MW,MW,MW,NORTH CENTRAL,2022,58838,Keechi Wind,ALL,Total,TX,Texas,ALL,1438512,421604,MMBtu,megawatthours,3.411997988633884
1344,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,62682,"Kellam Solar, LLC",62774,Kellam Solar,BTKEL,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Van Zandt,59,59,59,2020-12,,MW,MW,MW,EAST,2022,62774,Kellam Solar,ALL,Total,TX,Texas,ALL,460933,135092,MMBtu,megawatthours,3.4119933082639977
1345,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,63289,Key Capture Energy,65694,TX11 Republic Road Storage,TX11,Batteries,MWH,Electricity used for energy storage,BA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Robertson,50,50,50,2022-10,,MW,MW,MW,EAST,2022,65694,TX11 Republic Road Storage,ALL,Total,TX,Texas,ALL,0,-999,MMBtu,megawatthours,-0.0
1346,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,63289,Key Capture Energy,65695,TX12 Silicon Hill Storage,TX12,Batteries,MWH,Electricity used for energy storage,BA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Travis,100,100,100,2022-10,,MW,MW,MW,SOUTH CENTRAL,2022,65695,TX12 Silicon Hill Storage,ALL,Total,TX,Texas,ALL,0,33,MMBtu,megawatthours,0.0
1347,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,63289,Key Capture Energy,65696,TX13 Endurance Park Storage,TX13,Batteries,MWH,Electricity used for energy storage,BA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Scurry,50,50,50,2022-12,,MW,MW,MW,WEST,,,,,,,,,,,,,
1348,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,63289,Key Capture Energy,64425,TX2 Port Lavaca,TX2,Batteries,MWH,Electricity used for energy storage,BA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,9.9,9.9,9.9,2020-03,,MW,MW,MW,COAST,,,,,,,,,,,,,
